"Регион РФ(область, край, город фед. значения, округ)",Административный район,Населённый пункт,Улица,Филиал,РЭС,Комментарий,Id здания,Координаты,Время начала отключения,Время восстановления отключения,Код района,Код РЭС,Период отключения(в часах)
Ленинградская область,Всеволожский район,"пром зона Птице фабрика невская,  д. Аньялово.",,Северные электрические сети,Сертоловский РЭС,,,,2023-09-25 10:00:00,2023-09-25 17:00:00,Всев,Серт,7
Ленинградская область,Бокситогорский район,"д. Васьково,  д.Максимово,  д. Платаново, д. Озеро-Село,  д. Марьино-Село",,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-25 10:00:00,2023-09-25 13:00:00,Бокс,Бокс,3
Ленинградская область,Гатчинский район ,"д. Покровская,  д. Антелево",,Южные электрические сети,Пушкинский РЭС,,,,2023-09-25 10:00:00,2023-09-25 17:00:00,Гатч,Пушк,7
Ленинградская область,Всеволожский район,"Свердлово, д.Овцино",,Северные электрические сети,Всеволожский РЭС,,,,2023-09-25 10:00:00,2023-09-25 17:23:00,Всев,Всев,7
Ленинградская область,Ломоносовский район,"д.Капорское,  д. Кемпелево,  д.Тиммолово,  д.Яльгелево.",,Южные электрические сети,Красносельский РЭС,,,,2023-09-25 10:00:00,2023-09-25 20:00:00,Ломо,Крас,10
Ленинградская область,Волосовский район,"Пружицы,  Голятицы  ",,Кингисеппские ЭС,Кингисеппский РЭС,,,,2023-09-25 09:00:00,2023-09-25 17:00:00,Воло,Кинг,8
Ленинградская область,Тосненский район,г.Любань,"Октября,  Калинина,  Чкалова,  Пушкина",Гатчинские ЭС,Тосненский РЭС,Обрезка крон деревьев.,,,2023-09-25 09:00:00,2023-09-25 18:00:00,Тосн,Тосн,9
Ленинградская область,Тосненский район,г.Любань,"Октября,  Калинина,  Чкалова,  Пушкина",Гатчинские ЭС,Тосненский РЭС,Обрезка крон деревьев.,,,2023-09-25 09:00:00,2023-09-25 18:00:00,Тосн,Тосн,9
Ленинградская область,Бокситогорский район,д.Мозолево-1,,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-25 09:00:00,2023-09-25 17:00:00,Бокс,Бокс,8
Ленинградская область,Волосовский район,"Ямки,  Руссковицы",,Гатчинские ЭС,Ломоносовский РЭС,Работы на ВЛ 10кВ Ф-6 ПС-518,,,2023-09-25 09:00:00,2023-09-25 17:00:00,Воло,Ломо,8
Ленинградская область,Лужский район,"Малые Озерцы,  Большие Озерцы,  Крени,  Бор",,Кингисеппские ЭС,Лужский РЭС,,,,2023-09-25 09:00:00,2023-09-25 17:00:00,Лужс,Лужс,8
Санкт-Петербург,Колпинский район,п. Металлострой,пром зона Металлострой,Южные электрические сети,Колпинский РЭС,,,,2023-09-24 10:00:00,2023-09-24 16:00:00,Колп,Колп,6
Ленинградская область,Бокситогорский район,"ДРП,  ГРС,  Артскважина СХТ,  СХТ Гаражи,  СХТ-дет.сад. п.Сельхозтехника д.9,  ч/сектор",,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-23 10:00:00,2023-09-23 15:00:00,Бокс,Бокс,5
Ленинградская область,Тосненский район,п. Рябово,"Мысленская,  Восточная,  Заводская,  Набережная,  Заречная",Гатчинские ЭС,Тосненский РЭС,В связи с производством оперативных переключений по ф.717-07,,,2023-09-22 17:00:00,2023-09-22 18:00:00,Тосн,Тосн,1
Ленинградская область,Лодейнопольский район,д.Старая Слобода,Центр,Новоладожские ЭС,Лодейнопольский РЭС,,,,2023-09-22 13:00:00,2023-09-22 16:00:00,Лоде,Лоде,3
Санкт-Петербург,Фрунзенский район,Санкт-Петербург,Лиговский пр. д. 179 л.А; д.183 л.А; д.185 л.А.,Кабельная сеть,Южный РЭС,,,,2023-09-22 11:00:00,2023-09-22 15:00:00,Фрун,Южны,4
Санкт-Петербург,Красногвардейский район,Санкт-Петербург,"Красногвардейская площадь, д3",Кабельная сеть,Правобережный РЭС,,,,2023-09-22 10:30:00,2023-09-22 17:00:00,Красг,Прав,6
Ленинградская область,Ломоносовский район,д.Лаголово,,Южные электрические сети,Красносельский РЭС,ТП-482,,,2023-09-22 10:00:00,2023-09-22 17:00:00,Ломо,Крас,7
Ленинградская область,Всеволожский район,д.Борисова Грива,,Северные электрические сети,Всеволожский РЭС,,,,2023-09-22 10:00:00,2023-09-22 17:00:00,Всев,Всев,7
Ленинградская область,Тосненский район,п. Сиголово,"Солнечная,  Заречная",Гатчинские ЭС,Тосненский РЭС,"Выполнение замены провода на СИП, и вводов на здания.",,,2023-09-22 10:00:00,2023-09-22 17:00:00,Тосн,Тосн,7
Ленинградская область,Тосненский район,д. Сидорово,д.21а,Гатчинские ЭС,Тосненский РЭС,"Выполнение замены провода на СИП, и вводов на здания.",,,2023-09-22 10:00:00,2023-09-22 17:00:00,Тосн,Тосн,7
Ленинградская область,Ломоносовский район,"д.Пигелево,  д. Кемяряйзи, д.Кемеряйзи,   д.Капорское,  ,  КП Аннинские высоты,  СНТ Колос 2",,Южные электрические сети,Красносельский РЭС,,,,2023-09-22 10:00:00,2023-09-22 20:00:00,Ломо,Крас,10
Ленинградская область,Лодейнопольский район,д.Новая Слобода,,Новоладожские ЭС,Лодейнопольский РЭС,,,,2023-09-22 10:00:00,2023-09-22 13:00:00,Лоде,Лоде,3
Ленинградская область,Ломоносовский район,"ДНП Простоквашино,  ДНП Фаворит",,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы (Заявка №52027),,,2023-09-22 10:00:00,2023-09-22 16:00:00,Ломо,Ломо,6
Ленинградская область,Ломоносовский район,"д.Капорское,  д. Кемпелево,  д.Тиммолово,  д.Яльгелево.",,Южные электрические сети,Красносельский РЭС,,,,2023-09-22 10:00:00,2023-09-22 20:00:00,Ломо,Крас,10
Ленинградская область,Гатчинский район ,д.Хюттелево ,,Южные электрические сети,Красносельский РЭС,ТП-5793,,,2023-09-22 10:00:00,2023-09-22 17:00:00,Гатч,Крас,7
Ленинградская область,Приозерский район,п.Тракторное, полностью,Выборгские ЭС,Приозерский РЭС,ф.511-02 ТП-530  яч.ВН-10 ввода ф.511-02 протяжка контактных соединений.,,,2023-09-22 10:00:00,2023-09-22 17:00:00,Прио,Прио,7
Ленинградская область,Тосненский район,Федоровское ГП,Центральная,Южные электрические сети,Пушкинский РЭС,,,,2023-09-22 10:00:00,2023-09-22 16:00:00,Тосн,Пушк,6
Ленинградская область,Ломоносовский район,"д.Новополье,  д.Старые Заводы.",,Южные электрические сети,Красносельский РЭС,,,,2023-09-22 10:00:00,2023-09-22 18:00:00,Ломо,Крас,8
Ленинградская область,Ломоносовский район,"д.Кемеряйзи,  д.Пигелево,  д.Капорское,  СНТ Колос-2,  ТСН Красносельское",,Южные электрические сети,Красносельский РЭС,,,,2023-09-22 10:00:00,2023-09-22 20:00:00,Ломо,Крас,10
Ленинградская область,Ломоносовский район,"д.Кемеряйзи,  д.Пигелево,  д.Капорское,  СНТ Колос-2,  ТСН Красносельское",,Южные электрические сети,Красносельский РЭС,,,,2023-09-22 10:00:00,2023-09-22 20:00:00,Ломо,Крас,10
Ленинградская область,Тосненский район,п .Тельмана,ш. Красноборское,Южные электрические сети,Пушкинский РЭС,,,,2023-09-22 10:00:00,2023-09-25 17:00:00,Тосн,Пушк,7
Ленинградская область,Выборгский район (ЛО),"п Майнило,  Ленинское ","СНТ Алакюль,   ДНП Золотая Роща,  Фермерское х-во Алакюль-2,   ДНП Майнила 2,  ДПК ""Созвездие""",Выборгские ЭС,Рощинский РЭС,,,,2023-09-22 10:00:00,2023-09-22 17:00:00,Выбо (ЛО),Рощи,7
Ленинградская область,Выборгский район (ЛО),п Волочаевка,"усадьба Кархула ,  Крестьянский проезд ",Выборгские ЭС,Рощинский РЭС,,,,2023-09-22 10:00:00,2023-09-22 14:00:00,Выбо (ЛО),Рощи,4
Ленинградская область,Бокситогорский район,часть д. Дыми,,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-22 10:00:00,2023-09-22 15:00:00,Бокс,Бокс,5
Ленинградская область,Ломоносовский район,"д.Нижняя Бронна,  д.Пеники,  д.Лагерево и др.","ч/с,  промзона и др. объекты",Южные электрические сети,Петродворцовый  РЭС,"Работы по перераспределению нагрузок, сборка шлейфов на ВЛ-6кВ.",,,2023-09-22 10:00:00,2023-09-22 16:00:00,Ломо,Петр,6
Ленинградская область,Ломоносовский район,"д. Яльгелево,  ",,Южные электрические сети,Красносельский РЭС,"ТП-2079, ТП-6380 кратковременно 2 раза на 30 минут для установки РИСЭ.",,,2023-09-22 10:00:00,2023-09-22 20:00:00,Ломо,Крас,10
Ленинградская область,Лодейнопольский район,Ветхое Село,,Новоладожские ЭС,Лодейнопольский РЭС,,,,2023-09-22 09:30:00,2023-09-22 16:00:00,Лоде,Лоде,6
Ленинградская область,Бокситогорский район,д.Мозолево-1,,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Бокс,Бокс,8
Ленинградская область,Гатчинский район ,д.Горки (рядом д.Мины),,Гатчинские ЭС,Тосненский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Гатч,Тосн,8
Ленинградская область,Бокситогорский район,д.Золотово,,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Бокс,Бокс,8
Ленинградская область,Всеволожский район,"д.Мистолово, д.Корабсельки",,Северные электрические сети,Сертоловский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Всев,Серт,8
Ленинградская область,Волосовский район, Волна,,Кингисеппские ЭС,Кингисеппский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Воло,Кинг,8
Ленинградская область,Бокситогорский район,д.Абрамова Гора,,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-22 09:00:00,2023-09-22 16:00:00,Бокс,Бокс,7
Ленинградская область,Гатчинский район ,"Елизаветино (частично),  Эду,  Луйсковицы ",,Гатчинские ЭС,Гатчинский РЭС,,,,2023-09-22 09:00:00,2023-09-22 18:00:00,Гатч,Гатч,9
Ленинградская область,Лужский район,Гверездно,,Кингисеппские ЭС,Лужский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Лужс,Лужс,8
Ленинградская область,Киришский район,СТ Рассвет,Полностью ,Тихвинские ЭС,Тихвинский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Кири,Тихв,8
Ленинградская область,Тосненский район,г. Любань,"жил.дома-ул.Березовая аллея,       жил.дома-ул.Пролетарская, Калинина, Красная, Советская, Луговая                                                         8-е марта, Кирова, Эрджигитова, Урицкого, ",Гатчинские ЭС,Тосненский РЭС,Чистка трассы ВЛ от ДКР,,,2023-09-22 09:00:00,2023-09-22 18:30:00,Тосн,Тосн,9
Ленинградская область,Всеволожский район,д.Борисова Грива,,Северные электрические сети,Всеволожский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Всев,Всев,8
Ленинградская область,Киришский район,"д.Андреево,  д.Багольник",деревня,Тихвинские ЭС,Тихвинский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Кири,Тихв,8
Ленинградская область,Кингисеппский район,"Старое Гарколово,  Новое Гарколово","Забалканская,  Пограничная,  Сиреневая,  база отдыха",Кингисеппские ЭС,Кингисеппский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Кинг,Кинг,8
Ленинградская область,Всеволожский район,д.Борисова Грива,,Северные электрические сети,Всеволожский РЭС,,,,2023-09-22 09:00:00,2023-09-22 16:00:00,Всев,Всев,7
Ленинградская область,Бокситогорский район,"д. Лиственка,  д. Костерино,  д.Перунь",,Тихвинские ЭС,Бокситогорский РЭС,,,,2023-09-22 09:00:00,2023-09-22 18:00:00,Бокс,Бокс,9
Ленинградская область,Киришский район,"Еврейское болото, СТ Бережки,  АЗС-217 ""Киришиавтосервис""",,Тихвинские ЭС,Тихвинский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Кири,Тихв,8
Ленинградская область,Волосовский район,д. Голубовицы д. Шелково д. Кивалицы д. Добряницы д. Каськово д. Модолицы,,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Воло,Ломо,8
Ленинградская область,Волховский район,"Куколь,  Конец,  Заднево,  Нивы,  Дяглево,  Ежева,  Юрцево,  Монцево,  Великое село,  Хамонтово,  Коскеницы,  Колчаново","Нагорная,  Набережная,  Советская,  Центральная",Новоладожские ЭС,Волховский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Волх,Волх,8
Ленинградская область,Волховский район,Кисельня,"Телятник (Кисельня),  ск. Двор (Кисельня),  микрорайон Клёники,  Пилорама,  Кисельнинская средняя общеобразовательная школа,  Центральная улица  ",Новоладожские ЭС,Волховский РЭС,,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Волх,Волх,8
Ленинградская область,Тихвинский район,"ТП 15-07-07 (Кострино),  д. Воложба (ТП 15-07-10),  д. Городище (ТП 15-07-09),  д. Плёсо (ТП 15-07-08)",,Тихвинские ЭС,Тихвинский РЭС,"Отключение в д. Плёсо, д. Воложба, д. Городище будет не более 1 часа, для подключения РИСЭ. В д. Кострино отключение будет на весь период рабочего дня.",,,2023-09-22 09:00:00,2023-09-22 18:00:00,Тихв,Тихв,9
Ленинградская область,Волосовский район,Зимитицы,"д.6,  частный сектор, школа,  водозабор,  очистные,  ГРС",Гатчинские ЭС,Ломоносовский РЭС,Работы на ВЛ 10кВ Ф-4 ПС-Бегуницы,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Воло,Ломо,8
Ленинградская область,Волосовский район,"Ямки,  Руссковицы",,Гатчинские ЭС,Ломоносовский РЭС,Работы на ВЛ 10кВ Ф-6 ПС-518,,,2023-09-22 09:00:00,2023-09-22 17:00:00,Воло,Ломо,8
